CAPA_ID,Dev_ID,Batch_ID,Product,Production_Line,CAPA_Open_Date,Month_Year,CAPA_Type,Corrective_Action,Preventive_Action,Responsible_Person,Target_Closure_Date,Actual_Closure_Date,TAT_Days,Target_TAT_Days,On_Time,Effectiveness,Verified_By,Status
CAPA-0160,DEV-0175,BCH-2022-0209,Jackfruit Chips,Line E,2022-12-08 00:00:00,Dec-2022,Supplier Development Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2022-12-22 00:00:00,2022-12-24 00:00:00,16,14,No,Pending Verification,Anand M.,Open
CAPA-0161,DEV-0176,BCH-2022-0180,Chickpea Snacks,Line F,2022-10-19 00:00:00,Oct-2022,Immediate Corrective Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2022-11-02 00:00:00,2022-11-08 00:00:00,20,14,No,Effective,Sagar A.,Closed
CAPA-0162,DEV-0177,BCH-2023-0576,Tapioca Crisps,Line F,2024-07-19 00:00:00,Jul-2024,Root Cause Elimination,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2024-08-02 00:00:00,2024-07-28 00:00:00,9,14,Yes,Effective,Divya N.,Closed
CAPA-0163,DEV-0178,BCH-2023-0562,Okra Chips,Line D,2024-06-12 00:00:00,Jun-2024,Preventive Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2024-06-26 00:00:00,2024-06-23 00:00:00,11,14,Yes,Effective,Karthik V.,Closed
CAPA-0164,DEV-0179,BCH-2022-0358,Sweet Potato Chips,Line D,2023-08-09 00:00:00,Aug-2023,Process Improvement,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2023-08-23 00:00:00,2023-08-24 00:00:00,15,14,No,Partially Effective,Meena R.,Closed
CAPA-0165,DEV-0180,BCH-2024-0961,Jackfruit Chips,Line A,2026-05-01 00:00:00,Apr-2026,Supplier Development Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2026-05-15 00:00:00,2026-05-25 00:00:00,24,14,No,Pending Verification,Suresh B.,Open
CAPA-0166,DEV-0181,BCH-2024-1193,Jackfruit Chips,Line E,2027-06-14 00:00:00,Jun-2027,Immediate Corrective Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2027-06-21 00:00:00,2027-06-21 00:00:00,7,7,Yes,Effective,Ramesh K.,Closed
CAPA-0167,DEV-0182,BCH-2023-0539,Roasted Corn,Line E,2024-05-14 00:00:00,May-2024,Root Cause Elimination,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2024-05-28 00:00:00,2024-06-01 00:00:00,18,14,No,Effective,Priya S.,Closed
CAPA-0168,DEV-0183,BCH-2023-0597,Banana Chips,Line C,2024-08-25 00:00:00,Aug-2024,Preventive Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2024-09-08 00:00:00,2024-09-06 00:00:00,12,14,Yes,Effective,Anand M.,Closed
CAPA-0169,DEV-0184,BCH-2022-0196,Chickpea Snacks,Line D,2022-11-18 00:00:00,Nov-2022,Process Improvement,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2022-12-02 00:00:00,2022-11-29 00:00:00,11,14,Yes,Partially Effective,Sagar A.,Closed
CAPA-0170,DEV-0185,BCH-2022-0235,Roasted Corn,Line A,2023-01-25 00:00:00,Jan-2023,Supplier Development Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2023-02-08 00:00:00,2023-02-09 00:00:00,15,14,No,Pending Verification,Divya N.,Open
CAPA-0171,DEV-0186,BCH-2024-1179,Roasted Corn,Line C,2027-05-18 00:00:00,May-2027,Immediate Corrective Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2027-06-01 00:00:00,2027-06-02 00:00:00,15,14,No,Effective,Karthik V.,Closed
CAPA-0172,DEV-0187,BCH-2023-0675,Roasted Corn,Line C,2025-01-21 00:00:00,Jan-2025,Root Cause Elimination,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2025-02-04 00:00:00,2025-02-01 00:00:00,11,14,Yes,Effective,Meena R.,Closed
CAPA-0173,DEV-0188,BCH-2023-0779,Roasted Corn,Line E,2025-07-11 00:00:00,Jul-2025,Preventive Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2025-08-10 00:00:00,2025-08-07 00:00:00,27,30,Yes,Effective,Suresh B.,Closed
CAPA-0174,DEV-0189,BCH-2024-1007,Masala Peanuts,Line E,2026-07-14 00:00:00,Jul-2026,Process Improvement,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2026-07-28 00:00:00,2026-07-26 00:00:00,12,14,Yes,Partially Effective,Ramesh K.,Closed
CAPA-0175,DEV-0190,BCH-2024-0985,Jackfruit Chips,Line A,2026-06-04 00:00:00,Jun-2026,Supplier Development Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2026-06-11 00:00:00,2026-06-17 00:00:00,13,7,No,Pending Verification,Priya S.,Open
CAPA-0176,DEV-0191,BCH-2023-0658,Okra Chips,Line D,2024-12-18 00:00:00,Dec-2024,Immediate Corrective Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2025-01-01 00:00:00,2024-12-27 00:00:00,9,14,Yes,Effective,Anand M.,Closed
CAPA-0177,DEV-0192,BCH-2024-0921,Jackfruit Chips,Line C,2026-02-25 00:00:00,Feb-2026,Root Cause Elimination,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2026-03-04 00:00:00,2026-02-28 00:00:00,3,7,Yes,Effective,Sagar A.,Closed
CAPA-0178,DEV-0193,BCH-2024-1173,Banana Chips,Line C,2027-05-09 00:00:00,May-2027,Preventive Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2027-05-23 00:00:00,2027-05-23 00:00:00,14,14,Yes,Effective,Divya N.,Closed
CAPA-0179,DEV-0194,BCH-2022-0152,Tapioca Crisps,Line B,2022-09-04 00:00:00,Sep-2022,Process Improvement,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2022-09-18 00:00:00,2022-09-22 00:00:00,18,14,No,Partially Effective,Karthik V.,Closed
CAPA-0180,DEV-0195,BCH-2022-0097,Jackfruit Chips,Line A,2022-06-04 00:00:00,Jun-2022,Supplier Development Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2022-06-11 00:00:00,2022-06-10 00:00:00,6,7,Yes,Pending Verification,Meena R.,Open
CAPA-0181,DEV-0196,BCH-2023-0737,Jackfruit Chips,Line E,2025-04-25 00:00:00,Apr-2025,Immediate Corrective Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2025-05-02 00:00:00,2025-04-28 00:00:00,3,7,Yes,Effective,Suresh B.,Closed
CAPA-0182,DEV-0197,BCH-2022-0001,Jackfruit Chips,Line A,2022-01-05 00:00:00,Jan-2022,Root Cause Elimination,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2022-01-19 00:00:00,2022-01-15 00:00:00,10,14,Yes,Effective,Ramesh K.,Closed
CAPA-0183,DEV-0198,BCH-2024-0932,Chickpea Snacks,Line B,2026-03-10 00:00:00,Mar-2026,Preventive Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2026-03-24 00:00:00,2026-03-28 00:00:00,18,14,No,Effective,Priya S.,Closed
CAPA-0184,DEV-0199,BCH-2022-0262,Sweet Potato Chips,Line D,2023-03-09 00:00:00,Mar-2023,Process Improvement,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2023-04-08 00:00:00,2023-04-11 00:00:00,33,30,No,Partially Effective,Anand M.,Closed
CAPA-0185,DEV-0200,BCH-2024-1169,Jackfruit Chips,Line E,2027-05-05 00:00:00,May-2027,Supplier Development Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2027-05-19 00:00:00,2027-05-17 00:00:00,12,14,Yes,Pending Verification,Sagar A.,Open
CAPA-0186,DEV-0201,BCH-2022-0413,Banana Chips,Line E,2023-10-29 00:00:00,Oct-2023,Immediate Corrective Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2023-11-12 00:00:00,2023-11-15 00:00:00,17,14,No,Effective,Divya N.,Closed
CAPA-0187,DEV-0202,BCH-2022-0047,Masala Peanuts,Line E,2022-03-31 00:00:00,Mar-2022,Root Cause Elimination,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2022-04-14 00:00:00,2022-04-17 00:00:00,17,14,No,Effective,Karthik V.,Closed
CAPA-0188,DEV-0203,BCH-2024-1086,Sweet Potato Chips,Line F,2026-12-05 00:00:00,Dec-2026,Preventive Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2026-12-19 00:00:00,2026-12-15 00:00:00,10,14,Yes,Effective,Meena R.,Closed
CAPA-0189,DEV-0204,BCH-2024-1079,Masala Peanuts,Line E,2026-11-26 00:00:00,Nov-2026,Process Improvement,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2026-12-10 00:00:00,2026-12-09 00:00:00,13,14,Yes,Partially Effective,Suresh B.,Closed
CAPA-0190,DEV-0205,BCH-2024-0939,Roasted Corn,Line C,2026-03-25 00:00:00,Mar-2026,Supplier Development Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2026-04-08 00:00:00,2026-04-07 00:00:00,13,14,Yes,Pending Verification,Ramesh K.,Open
CAPA-0191,DEV-0206,BCH-2023-0555,Roasted Corn,Line C,2024-06-03 00:00:00,Jun-2024,Immediate Corrective Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2024-06-17 00:00:00,2024-06-22 00:00:00,19,14,No,Effective,Priya S.,Closed
CAPA-0192,DEV-0207,BCH-2024-1003,Roasted Corn,Line A,2026-07-06 00:00:00,Jul-2026,Root Cause Elimination,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2026-07-20 00:00:00,2026-07-16 00:00:00,10,14,Yes,Effective,Anand M.,Closed
CAPA-0193,DEV-0209,BCH-2024-0920,Tapioca Crisps,Line B,2026-02-24 00:00:00,Feb-2026,Preventive Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2026-03-10 00:00:00,2026-03-09 00:00:00,13,14,Yes,Effective,Sagar A.,Closed
CAPA-0194,DEV-0210,BCH-2023-0446,Sweet Potato Chips,Line B,2023-12-20 00:00:00,Dec-2023,Process Improvement,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2024-01-03 00:00:00,2024-01-05 00:00:00,16,14,No,Partially Effective,Divya N.,Closed
CAPA-0195,DEV-0211,BCH-2022-0086,Sweet Potato Chips,Line B,2022-05-20 00:00:00,May-2022,Supplier Development Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2022-05-27 00:00:00,2022-05-29 00:00:00,9,7,No,Pending Verification,Karthik V.,Open
CAPA-0196,DEV-0212,BCH-2024-0856,Tapioca Crisps,Line D,2025-11-19 00:00:00,Nov-2025,Immediate Corrective Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2025-12-03 00:00:00,2025-12-04 00:00:00,15,14,No,Effective,Meena R.,Closed
CAPA-0197,DEV-0213,BCH-2024-0902,Sweet Potato Chips,Line B,2026-01-25 00:00:00,Jan-2026,Root Cause Elimination,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2026-02-01 00:00:00,2026-01-31 00:00:00,6,7,Yes,Effective,Suresh B.,Closed
CAPA-0198,DEV-0214,BCH-2024-0893,Banana Chips,Line E,2026-01-10 00:00:00,Jan-2026,Preventive Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2026-01-24 00:00:00,2026-02-02 00:00:00,23,14,No,Effective,Ramesh K.,Closed
CAPA-0199,DEV-0215,BCH-2024-0904,Tapioca Crisps,Line D,2026-01-28 00:00:00,Jan-2026,Process Improvement,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2026-02-11 00:00:00,2026-02-12 00:00:00,15,14,No,Partially Effective,Priya S.,Closed
CAPA-0200,DEV-0216,BCH-2024-0988,Chickpea Snacks,Line D,2026-06-08 00:00:00,Jun-2026,Supplier Development Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2026-06-22 00:00:00,2026-06-21 00:00:00,13,14,Yes,Pending Verification,Anand M.,Open
CAPA-0201,DEV-0217,BCH-2022-0277,Banana Chips,Line A,2023-04-01 00:00:00,Mar-2023,Immediate Corrective Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2023-04-08 00:00:00,2023-04-08 00:00:00,7,7,Yes,Effective,Sagar A.,Closed
CAPA-0202,DEV-0218,BCH-2023-0761,Jackfruit Chips,Line E,2025-06-04 00:00:00,Jun-2025,Root Cause Elimination,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2025-06-18 00:00:00,2025-06-13 00:00:00,9,14,Yes,Effective,Divya N.,Closed
CAPA-0203,DEV-0220,BCH-2024-0974,Sweet Potato Chips,Line B,2026-05-22 00:00:00,May-2026,Preventive Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2026-06-05 00:00:00,2026-06-06 00:00:00,15,14,No,Effective,Karthik V.,Closed
CAPA-0204,DEV-0221,BCH-2022-0387,Roasted Corn,Line C,2023-09-22 00:00:00,Sep-2023,Process Improvement,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2023-10-22 00:00:00,2023-10-24 00:00:00,32,30,No,Partially Effective,Meena R.,Closed
CAPA-0205,DEV-0224,BCH-2023-0827,Roasted Corn,Line E,2025-09-26 00:00:00,Sep-2025,Supplier Development Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2025-10-10 00:00:00,2025-10-06 00:00:00,10,14,Yes,Pending Verification,Suresh B.,Open
CAPA-0206,DEV-0225,BCH-2024-1181,Banana Chips,Line E,2027-05-20 00:00:00,May-2027,Immediate Corrective Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2027-06-19 00:00:00,2027-06-18 00:00:00,29,30,Yes,Effective,Ramesh K.,Closed
CAPA-0207,DEV-0226,BCH-2022-0400,Tapioca Crisps,Line D,2023-10-09 00:00:00,Oct-2023,Root Cause Elimination,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2023-10-23 00:00:00,2023-10-23 00:00:00,14,14,Yes,Effective,Priya S.,Closed
CAPA-0208,DEV-0227,BCH-2024-0922,Okra Chips,Line D,2026-02-26 00:00:00,Feb-2026,Preventive Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2026-03-12 00:00:00,2026-03-16 00:00:00,18,14,No,Effective,Anand M.,Closed
CAPA-0209,DEV-0228,BCH-2023-0760,Tapioca Crisps,Line D,2025-06-03 00:00:00,Jun-2025,Process Improvement,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2025-06-17 00:00:00,2025-06-17 00:00:00,14,14,Yes,Partially Effective,Sagar A.,Closed
CAPA-0210,DEV-0229,BCH-2022-0183,Masala Peanuts,Line C,2022-10-25 00:00:00,Oct-2022,Supplier Development Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2022-11-08 00:00:00,2022-11-04 00:00:00,10,14,Yes,Pending Verification,Divya N.,Open
CAPA-0211,DEV-0230,BCH-2024-1152,Tapioca Crisps,Line F,2027-03-30 00:00:00,Mar-2027,Immediate Corrective Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2027-04-13 00:00:00,2027-04-17 00:00:00,18,14,No,Effective,Karthik V.,Closed
CAPA-0212,DEV-0231,BCH-2024-1219,Roasted Corn,Line A,2027-07-21 00:00:00,Jul-2027,Root Cause Elimination,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2027-08-04 00:00:00,2027-08-04 00:00:00,14,14,Yes,Effective,Meena R.,Closed
CAPA-0213,DEV-0232,BCH-2023-0749,Banana Chips,Line E,2025-05-17 00:00:00,May-2025,Preventive Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2025-06-16 00:00:00,2025-06-23 00:00:00,37,30,No,Effective,Suresh B.,Closed
CAPA-0214,DEV-0233,BCH-2022-0315,Roasted Corn,Line C,2023-06-09 00:00:00,Jun-2023,Process Improvement,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2023-06-23 00:00:00,2023-06-28 00:00:00,19,14,No,Partially Effective,Ramesh K.,Closed
CAPA-0215,DEV-0234,BCH-2024-1085,Banana Chips,Line E,2026-12-04 00:00:00,Dec-2026,Supplier Development Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2026-12-18 00:00:00,2026-12-17 00:00:00,13,14,Yes,Pending Verification,Priya S.,Open
CAPA-0216,DEV-0235,BCH-2024-1208,Tapioca Crisps,Line B,2027-07-06 00:00:00,Jul-2027,Immediate Corrective Action,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2027-07-13 00:00:00,2027-07-20 00:00:00,14,7,No,Effective,Anand M.,Closed
CAPA-0217,DEV-0236,BCH-2024-1090,Okra Chips,Line D,2026-12-13 00:00:00,Dec-2026,Root Cause Elimination,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2026-12-27 00:00:00,2026-12-25 00:00:00,12,14,Yes,Effective,Sagar A.,Closed
CAPA-0218,DEV-0237,BCH-2022-0122,Okra Chips,Line B,2022-07-16 00:00:00,Jul-2022,Preventive Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2022-07-30 00:00:00,2022-07-30 00:00:00,14,14,Yes,Effective,Divya N.,Closed
CAPA-0219,DEV-0238,BCH-2024-0883,Roasted Corn,Line A,2025-12-29 00:00:00,Dec-2025,Process Improvement,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2026-01-12 00:00:00,2026-01-12 00:00:00,14,14,Yes,Partially Effective,Karthik V.,Closed
CAPA-0220,DEV-0239,BCH-2022-0375,Masala Peanuts,Line C,2023-08-30 00:00:00,Aug-2023,Supplier Development Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2023-09-13 00:00:00,2023-09-14 00:00:00,15,14,No,Pending Verification,Meena R.,Open
CAPA-0221,DEV-0240,BCH-2023-0655,Masala Peanuts,Line A,2024-12-03 00:00:00,Dec-2024,Immediate Corrective Action,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2024-12-17 00:00:00,2024-12-19 00:00:00,16,14,No,Effective,Suresh B.,Closed
CAPA-0222,DEV-0241,BCH-2022-0299,Roasted Corn,Line E,2023-05-16 00:00:00,May-2023,Root Cause Elimination,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2023-05-30 00:00:00,2023-05-29 00:00:00,13,14,Yes,Effective,Ramesh K.,Closed
CAPA-0223,DEV-0242,BCH-2022-0310,Sweet Potato Chips,Line D,2023-05-30 00:00:00,May-2023,Preventive Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2023-06-13 00:00:00,2023-06-18 00:00:00,19,14,No,Effective,Priya S.,Closed
CAPA-0224,DEV-0243,BCH-2023-0601,Jackfruit Chips,Line A,2024-09-04 00:00:00,Sep-2024,Process Improvement,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2024-09-18 00:00:00,2024-09-13 00:00:00,9,14,Yes,Partially Effective,Anand M.,Closed
CAPA-0225,DEV-0245,BCH-2023-0820,Chickpea Snacks,Line D,2025-09-18 00:00:00,Sep-2025,Supplier Development Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2025-10-02 00:00:00,2025-10-04 00:00:00,16,14,No,Pending Verification,Sagar A.,Open
CAPA-0226,DEV-0246,BCH-2023-0592,Tapioca Crisps,Line D,2024-08-13 00:00:00,Aug-2024,Immediate Corrective Action,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2024-08-27 00:00:00,2024-09-08 00:00:00,26,14,No,Effective,Divya N.,Closed
CAPA-0227,DEV-0247,BCH-2023-0663,Masala Peanuts,Line C,2024-12-29 00:00:00,Dec-2024,Root Cause Elimination,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2025-01-12 00:00:00,2025-01-14 00:00:00,16,14,No,Effective,Karthik V.,Closed
CAPA-0228,DEV-0248,BCH-2022-0204,Chickpea Snacks,Line F,2022-11-27 00:00:00,Nov-2022,Preventive Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2022-12-11 00:00:00,2022-12-17 00:00:00,20,14,No,Effective,Meena R.,Closed
CAPA-0229,DEV-0250,BCH-2022-0156,Chickpea Snacks,Line F,2022-09-08 00:00:00,Sep-2022,Process Improvement,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2022-09-22 00:00:00,2022-09-24 00:00:00,16,14,No,Partially Effective,Suresh B.,Closed
CAPA-0230,DEV-0251,BCH-2023-0736,Tapioca Crisps,Line D,2025-04-23 00:00:00,Apr-2025,Supplier Development Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2025-05-07 00:00:00,2025-05-08 00:00:00,15,14,No,Pending Verification,Ramesh K.,Open
CAPA-0231,DEV-0252,BCH-2022-0159,Masala Peanuts,Line C,2022-09-12 00:00:00,Sep-2022,Immediate Corrective Action,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2022-09-26 00:00:00,2022-10-02 00:00:00,20,14,No,Effective,Priya S.,Closed
CAPA-0232,DEV-0253,BCH-2022-0178,Okra Chips,Line D,2022-10-17 00:00:00,Oct-2022,Root Cause Elimination,PM schedule updated; overdue maintenance completed within 24 hours,Equipment replaced with newer model; IQ/OQ/PQ validation completed,Suresh B.,2022-10-31 00:00:00,2022-11-08 00:00:00,22,14,No,Effective,Anand M.,Closed
CAPA-0233,DEV-0254,BCH-2023-0561,Jackfruit Chips,Line C,2024-06-11 00:00:00,Jun-2024,Preventive Action,Batch placed on hold; re-test on retained sample; released after confirmation,Supplier qualification review; monthly CoA audit added to incoming QC protocol,Ramesh K.,2024-06-18 00:00:00,2024-06-19 00:00:00,8,7,No,Effective,Sagar A.,Closed
CAPA-0234,DEV-0255,BCH-2023-0791,Masala Peanuts,Line E,2025-07-29 00:00:00,Jul-2025,Process Improvement,Equipment recalibrated; verification run conducted before resuming production,Preventive maintenance frequency increased from semi-annual to quarterly,Priya S.,2025-08-12 00:00:00,2025-08-10 00:00:00,12,14,Yes,Partially Effective,Divya N.,Closed
CAPA-0235,DEV-0256,BCH-2022-0207,Masala Peanuts,Line C,2022-12-05 00:00:00,Dec-2022,Supplier Development Action,Analyst retrained on SOP; competency assessment passed,SOP revised with mandatory double-check; training matrix updated for all QC staff,Anand M.,2022-12-12 00:00:00,2022-12-09 00:00:00,4,7,Yes,Pending Verification,Karthik V.,Open
CAPA-0236,DEV-0257,BCH-2024-1089,Jackfruit Chips,Line C,2026-12-12 00:00:00,Dec-2026,Immediate Corrective Action,Process parameter adjusted; 3 consecutive conforming batches verified,SPC chart implemented for this parameter; daily trending review added,Sagar A.,2026-12-26 00:00:00,2026-12-22 00:00:00,10,14,Yes,Effective,Meena R.,Closed
CAPA-0237,DEV-0259,BCH-2024-1246,Sweet Potato Chips,Line D,2027-09-18 00:00:00,Sep-2027,Root Cause Elimination,Supplier notified; incoming lot quarantined; alternative lot sourced,Enhanced environmental monitoring — daily swabs for 30 days post-event,Divya N.,2027-10-02 00:00:00,2027-09-29 00:00:00,11,14,Yes,Effective,Suresh B.,Closed
CAPA-0238,DEV-0260,BCH-2022-0285,Banana Chips,Line C,2023-04-24 00:00:00,Apr-2023,Preventive Action,Immediate deep clean conducted; re-swab showed satisfactory result,Training refresher scheduled for all shifts; competency re-assessment within 30 days,Karthik V.,2023-05-08 00:00:00,2023-05-03 00:00:00,9,14,Yes,Effective,Ramesh K.,Closed
CAPA-0239,DEV-0261,BCH-2022-0251,Roasted Corn,Line E,2023-02-13 00:00:00,Feb-2023,Process Improvement,BMR template revised; mandatory dual-sign-off added for critical entries,HACCP plan reviewed; critical limit tightened by 10%; new alert limit introduced,Meena R.,2023-02-27 00:00:00,2023-03-02 00:00:00,17,14,No,Partially Effective,Priya S.,Closed
